id,id_loc_1,id_loc_2,dist,time
129,3,58,180.225,222.97
130,3,65,210.092,293.74
131,3,72,312.648,276.27
132,3,73,44.036,132.67
133,3,74,175.138,261.92
134,3,79,299.369,355.43
135,3,85,156.222,265.44
136,3,95,37.1,126.93
137,3,103,300.273,333.92
138,3,107,72.52,183.16
139,3,120,213.333,252.51
140,3,136,129.83,156.94
141,3,138,150.751,147.14
142,3,145,130.327,170.17
143,3,150,34.007,85.58
144,3,153,284.992,215.72
145,3,168,319.142,330.73
146,3,169,121.619,200.76
147,3,170,249.328,284.66
148,3,171,97.037,123.12
149,3,176,291.207,301.1
150,3,190,95.391,111.19
151,3,196,327.011,356.96
152,3,197,300.348,360.0
153,3,207,277.27,326.05
154,3,210,118.18,243.39
155,3,213,333.022,315.42
156,3,215,259.588,299.6
157,3,222,288.891,233.71
158,3,224,345.951,325.86
159,3,229,211.06,272.54
160,3,235,97.177,177.41
161,3,239,109.402,201.08
162,3,240,346.801,353.02
163,3,247,224.923,202.65
164,3,250,197.31,197.61
165,3,256,187.192,187.68
166,3,267,208.972,185.96
167,3,268,79.572,115.75
168,3,270,172.258,244.97
169,3,272,264.064,216.23
170,3,281,52.858,187.97
171,3,299,47.469,94.31
172,4,1,319.546,273.5
173,4,5,80.545,210.83
174,4,7,152.083,136.75
175,4,15,273.392,283.84
176,4,31,60.483,106.41
177,4,35,252.65,192.29
178,4,36,198.042,209.15
179,4,42,241.692,283.08
180,4,43,129.901,194.8
181,4,44,306.612,285.32
182,4,46,119.262,145.41
183,4,64,120.905,148.45
184,4,69,69.085,121.62
185,4,82,142.972,144.04
186,4,91,135.183,221.98
187,4,97,282.633,232.02
188,4,104,309.211,315.62
189,4,105,185.859,271.19
190,4,110,136.461,228.16
191,4,118,338.869,254.96
192,4,120,314.335,256.92
193,4,121,79.965,178.39
194,4,124,283.643,335.94
195,4,126,54.926,149.94
196,4,128,169.802,264.93
197,4,130,259.655,313.05
198,4,147,135.026,201.98
199,4,154,126.148,180.14
200,4,158,213.519,239.29
201,4,163,183.055,245.0
202,4,178,318.941,273.29
203,4,186,321.414,252.4
204,4,188,225.591,233.44
205,4,189,105.476,163.16
206,4,192,168.446,201.4
207,4,198,160.6,193.89
208,4,204,139.861,234.13
209,4,207,329.953,234.35
210,4,211,148.266,189.21
211,4,212,155.023,192.02
212,4,213,193.014,304.16
213,4,215,235.609,205.65
214,4,219,296.922,328.13
215,4,223,137.655,151.99
216,4,224,171.755,220.12
217,4,226,231.025,325.14
218,4,229,319.474,344.5
219,4,231,253.354,315.61
220,4,233,209.902,184.62
221,4,240,282.249,315.24
222,4,251,147.683,190.43
223,4,258,295.715,257.28
224,4,260,217.242,305.7
225,4,270,324.583,282.34
226,4,279,102.632,172.61
227,4,286,235.771,286.42
228,4,289,223.239,190.27
229,4,294,331.628,282.3
230,5,7,90.612,146.06
231,5,10,235.341,254.76
232,5,19,149.008,185.88
233,5,23,242.442,209.09
234,5,31,133.548,213.04
235,5,32,192.299,274.73
236,5,35,308.107,319.73
237,5,40,98.757,203.74
238,5,42,319.644,314.65
239,5,43,191.04,184.96
240,5,50,90.538,222.92
241,5,51,65.649,182.04
242,5,59,336.915,351.03
243,5,67,184.264,199.44
244,5,68,313.226,310.57
245,5,69,11.541,151.69
246,5,91,204.891,198.88
247,5,93,245.26,313.55
248,5,105,263.074,232.93
249,5,106,162.057,184.14
250,5,108,142.554,191.56
251,5,110,203.099,208.2
252,5,111,55.909,91.98
253,5,117,154.988,145.39
254,5,121,72.104,195.54
255,5,127,333.364,360.0
256,5,132,278.104,234.35
257,5,140,228.497,248.52
258,5,146,274.068,357.84
259,5,147,102.781,185.5
260,5,152,122.884,179.86
261,5,153,276.743,233.54
262,5,163,106.969,179.79
263,5,166,151.113,203.49
264,5,170,284.143,233.27
265,5,175,222.84,255.92
266,5,188,266.84,299.12
267,5,189,28.915,163.62
268,5,192,248.777,261.55
269,5,201,269.735,263.3
270,5,205,256.263,274.92
271,5,207,315.887,325.01
272,5,208,54.806,159.21
273,5,209,276.838,289.18
274,5,212,162.801,218.49
275,5,215,265.399,284.88
276,5,233,220.34,232.98
277,5,246,78.883,142.75
278,5,251,219.863,229.0
279,5,258,336.003,290.14
280,5,262,103.881,155.93
281,5,265,246.867,345.01
282,5,269,141.96,220.41
283,5,279,28.071,143.78
284,5,285,251.335,313.42
285,5,287,203.389,237.36
286,5,288,191.085,229.32
287,5,296,192.17,206.24
288,5,297,339.289,284.88
289,6,9,148.216,229.11
290,6,24,316.731,300.73
291,6,29,258.189,233.71
292,6,31,319.021,241.92
293,6,35,137.608,179.08
294,6,41,199.879,204.18
295,6,47,226.75,198.0
296,6,48,289.806,249.04
297,6,56,167.474,255.85
298,6,57,136.518,188.41
299,6,58,89.01,128.86
300,6,68,189.498,213.95
301,6,72,77.809,195.29
302,6,73,240.166,310.39
303,6,74,236.316,243.19
304,6,79,100.608,164.32
305,6,80,98.419,129.03
306,6,84,208.707,205.67
307,6,99,232.777,251.07
308,6,100,136.625,181.09
309,6,101,276.67,319.07
310,6,102,244.311,241.87
311,6,105,220.504,273.7
312,6,114,137.612,130.57
313,6,120,292.341,236.05
314,6,123,124.573,185.51
315,6,144,279.216,349.27
316,6,156,32.401,148.52
317,6,167,340.098,349.25
318,6,168,72.396,154.87
319,6,170,197.649,221.61
320,6,173,175.539,194.71
321,6,174,348.13,269.17
322,6,176,74.998,171.29
323,6,183,122.426,167.3
324,6,187,85.125,130.79
325,6,193,222.11,240.49
326,6,201,272.379,235.13
327,6,211,246.793,333.57
328,6,220,163.508,276.58
329,6,224,210.312,247.94
330,6,228,77.024,135.24
331,6,231,229.546,227.29
332,6,232,250.234,297.11
333,6,233,294.594,360.0
334,6,235,342.109,244.48
335,6,240,114.94,186.42
336,6,242,266.506,290.62
337,6,245,323.139,284.51
338,6,247,54.92,137.39
339,6,261,260.442,325.13
340,6,269,300.69,239.35
341,6,273,121.905,143.68
342,6,274,280.437,313.34
343,6,278,304.416,306.3
344,6,281,263.294,351.74
345,6,288,255.608,258.8
346,6,295,293.977,261.03
347,6,297,234.217,205.54
348,6,300,316.5,265.63
349,7,12,179.844,280.67
350,7,18,185.511,187.08
351,7,23,320.411,297.62
352,7,54,181.941,222.62
353,7,61,152.576,209.75
354,7,62,201.061,220.67
355,7,69,98.649,132.2
356,7,76,17.083,122.59
357,7,92,69.621,119.01
358,7,105,336.83,360.0
359,7,109,228.565,258.17
360,7,113,118.489,199.96
361,7,147,53.298,118.01
362,7,161,230.694,228.88
363,7,165,123.111,133.98
364,7,184,305.953,360.0
365,7,185,243.851,202.52
366,7,192,306.408,298.08
367,7,201,330.496,302.99
368,7,204,244.242,306.87
369,7,213,279.86,234.33
370,7,218,220.331,215.62
371,7,219,290.48,311.35
372,7,225,142.821,167.87
373,7,227,172.728,196.66
374,7,233,308.043,360.0
375,7,234,161.969,217.11
376,7,237,324.146,318.35
377,7,248,156.873,244.38
378,7,252,348.702,305.17
379,7,265,336.043,311.19
380,7,269,230.99,285.55
381,7,278,234.187,247.99
382,7,282,190.392,271.89
383,8,6,257.407,272.79
384,8,11,119.116,170.31
385,8,13,51.607,173.9
386,8,15,281.873,242.63
387,8,16,326.516,360.0
388,8,41,57.59,147.0
389,8,45,197.597,193.32
390,8,58,183.931,245.5
391,8,70,146.355,277.28
392,8,73,107.685,138.63
393,8,77,341.36,353.6
394,8,88,173.149,160.08
395,8,96,258.499,275.14
396,8,97,266.695,202.34
397,8,103,337.084,337.71
398,8,114,135.472,239.0
399,8,118,324.064,360.0
400,8,127,263.545,271.54
401,8,131,269.352,253.44
402,8,134,233.192,249.25
403,8,153,320.83,360.0
404,8,158,342.073,323.08
405,8,171,31.738,124.97
406,8,190,147.506,137.28
407,8,194,49.981,86.36
408,8,202,149.886,209.29
409,8,210,89.519,185.83
410,8,228,302.797,275.7
411,8,231,296.272,334.62
412,8,241,101.107,220.83
413,8,244,346.761,360.0
414,8,259,178.403,181.79
415,8,270,218.146,282.77
416,8,274,44.593,92.23
417,9,24,240.848,276.6
418,9,28,248.54,299.41
419,9,31,307.773,261.79
420,9,48,282.996,265.43
421,9,52,155.0,186.26
422,9,58,233.861,196.84
423,9,71,200.787,280.45
424,9,79,152.142,228.26
425,9,80,65.392,99.72
426,9,83,100.469,163.93
427,9,88,231.913,289.63
428,9,115,28.989,154.39
429,9,143,334.85,289.33
430,9,159,327.934,317.47
431,9,166,329.472,322.27
432,9,176,162.099,262.76
433,9,177,348.447,242.51
434,9,191,236.324,194.67
435,9,195,296.272,357.46
436,9,200,148.115,250.73
437,9,205,291.806,328.67
438,9,211,277.893,286.06
439,9,216,247.57,335.32
440,9,228,117.942,133.83
441,9,237,193.462,312.73
442,9,240,106.53,164.19
443,9,247,190.989,190.4
444,9,251,298.734,248.99
445,9,257,266.14,293.67
446,9,260,237.992,276.6
447,9,278,331.14,360.0
448,10,5,235.341,249.27
449,10,30,203.224,248.7
450,10,36,120.67,142.16
451,10,40,330.892,360.0
452,10,47,337.625,353.94
453,10,48,309.365,324.37
454,10,63,225.414,179.06
455,10,67,322.659,270.33
456,10,69,240.759,220.56
457,10,86,346.895,352.75
458,10,124,212.489,273.61
459,10,126,341.676,260.71
460,10,140,20.269,74.25
461,10,141,159.658,175.11
462,10,146,194.701,268.23
463,10,152,166.929,217.77
464,10,154,303.284,334.98
465,10,158,229.327,259.29
466,10,162,264.615,301.84
467,10,165,221.496,337.43
468,10,170,293.196,242.34
469,10,179,197.946,181.18
470,10,180,147.925,136.28
471,10,185,294.492,342.57
472,10,188,294.901,337.26
473,10,195,291.056,237.14
474,10,213,171.221,180.26
475,10,222,191.959,263.53
476,10,225,139.939,212.75
477,10,231,262.794,237.1
478,10,232,257.707,193.09
479,10,233,196.868,238.38
480,10,254,102.773,130.72
481,10,264,292.259,360.0
482,10,265,310.933,297.86
483,10,267,229.87,242.65
484,10,269,257.467,297.84
485,10,282,95.669,166.48
486,10,284,106.668,161.64
487,10,296,325.341,326.14
488,10,300,181.945,171.09
489,11,8,119.116,192.62
490,11,13,69.574,161.8
491,11,27,266.846,242.72
492,11,39,128.406,200.31
493,11,41,154.493,242.29
494,11,45,278.483,222.1
495,11,49,220.934,223.99
496,11,59,287.017,360.0
497,11,73,98.714,167.41
498,11,74,210.354,207.95
499,11,75,322.89,271.72
500,11,87,285.655,346.51
501,11,88,254.471,189.79
502,11,96,322.091,275.3
503,11,97,293.123,323.37
504,11,101,79.337,149.25
505,11,104,313.179,337.61
506,11,116,258.761,287.2
507,11,125,273.405,310.68
508,11,145,135.288,248.79
509,11,149,12.55,67.16
510,11,151,236.041,184.03
511,11,158,322.5,251.15
512,11,170,295.706,244.04
513,11,195,274.642,334.59
514,11,216,242.514,236.68
515,11,226,320.359,360.0
516,11,247,290.244,325.01
517,11,249,252.593,230.96
518,11,257,216.207,233.33
519,11,260,344.291,360.0
520,11,272,259.136,268.53
521,11,292,282.656,266.92
522,12,4,83.376,145.4
523,12,15,339.149,266.11
524,12,18,113.934,135.89
525,12,21,269.013,342.42
526,12,24,122.054,144.6
527,12,29,142.04,175.37
528,12,46,40.988,95.35
529,12,63,143.941,231.29
530,12,64,96.632,189.2
531,12,68,228.432,266.74
532,12,69,135.562,168.64
533,12,79,302.247,313.06
534,12,82,169.881,209.19
535,12,84,212.526,235.72
536,12,89,94.482,195.17
537,12,94,81.707,129.92
538,12,98,294.142,360.0
539,12,102,189.837,222.78
540,12,109,59.765,93.4
541,12,111,129.891,228.15
542,12,119,326.183,292.23
543,12,132,154.928,208.66
544,12,133,237.952,253.89
545,12,135,238.541,191.39
546,12,137,99.225,210.75
547,12,142,321.997,324.66
548,12,146,346.053,360.0
549,12,164,329.248,353.23
550,12,166,190.159,262.98
551,12,174,246.777,216.73
552,12,181,245.385,316.66
553,12,182,153.669,217.55
554,12,185,145.415,223.05
555,12,186,341.291,358.29
556,12,205,112.917,208.49
557,12,208,143.63,231.99
558,12,211,202.926,282.98
559,12,214,110.484,165.92
560,12,218,83.232,201.56
561,12,221,256.644,204.96
562,12,225,246.645,325.78
563,12,226,282.456,334.34
564,12,227,72.771,151.55
565,12,233,284.71,269.3
566,12,236,229.226,275.43
567,12,240,291.126,260.3
568,12,252,178.137,179.19
569,12,264,77.392,139.38
570,12,279,172.104,249.73
571,12,286,318.805,360.0
572,12,300,340.289,258.55
573,13,2,209.573,299.49
574,13,3,32.618,111.41
575,13,25,254.471,261.96
576,13,35,301.963,248.27
577,13,39,66.525,174.06
578,13,49,159.982,202.11
579,13,58,194.797,220.07
580,13,59,254.619,237.25
581,13,70,169.862,203.33
582,13,71,226.336,243.57
583,13,72,316.495,357.67
584,13,73,74.964,145.69
585,13,74,207.035,284.96
586,13,77,296.037,254.89
587,13,79,319.489,332.76
588,13,85,188.547,250.02
589,13,96,271.696,269.67
590,13,97,261.106,216.0
591,13,104,341.23,249.43
592,13,114,143.256,205.1
593,13,118,281.728,266.45
594,13,127,229.116,241.48
595,13,150,54.996,181.75
596,13,151,280.099,237.93
597,13,153,311.562,360.0
598,13,156,308.097,329.97
599,13,160,342.297,334.84
600,13,170,278.355,270.45
601,13,176,293.973,297.56
602,13,186,307.378,360.0
603,13,188,301.232,351.84
604,13,190,124.514,219.14
605,13,196,332.045,241.35
606,13,206,141.554,161.58
607,13,207,308.929,307.89
608,13,210,117.37,155.78
609,13,216,202.287,204.47
610,13,228,331.944,330.19
611,13,233,335.0,303.11
612,13,239,125.768,163.0
613,13,241,53.469,128.16
614,13,244,346.079,245.57
615,13,245,138.126,159.46
616,13,247,240.378,230.74
617,13,258,233.997,242.43
618,13,267,240.848,278.72
619,13,272,294.73,360.0
620,13,273,312.536,338.69
621,13,277,200.852,215.74
622,13,292,318.383,250.55
623,13,300,306.394,266.57
624,14,8,205.046,282.39
625,14,9,209.65,248.67
626,14,13,218.205,259.41
627,14,20,35.312,168.03
628,14,22,288.847,337.89
629,14,26,257.819,293.62
630,14,35,124.406,160.68
631,14,44,146.574,209.48
632,14,45,38.941,94.43
633,14,47,162.991,217.41
634,14,48,290.027,333.73
635,14,52,111.232,251.44
636,14,65,180.983,218.48
637,14,70,66.723,172.19
638,14,73,175.596,175.47
639,14,74,179.118,255.45
640,14,77,337.701,318.7
641,14,83,173.421,165.45
642,14,87,64.805,190.39
643,14,95,197.748,212.53
644,14,104,343.864,279.95
645,14,106,271.705,230.89
646,14,132,328.992,334.64
647,14,133,183.335,314.5
648,14,136,302.153,351.77
649,14,141,336.397,318.67
650,14,148,200.55,238.57
651,14,151,348.657,306.99
652,14,153,153.914,194.43
653,14,158,226.069,190.7
654,14,176,119.862,187.06
655,14,186,90.618,137.82
656,14,190,141.778,252.99
657,14,193,168.813,157.97
658,14,194,181.414,194.27
659,14,197,277.083,309.2
660,14,200,161.631,180.68
661,14,213,288.378,283.61
662,14,217,41.836,158.4
663,14,224,205.53,291.98
664,14,226,158.263,222.0
665,14,228,138.018,205.36
666,14,229,65.932,175.85
667,14,230,200.316,194.58
668,14,232,198.072,182.78
669,14,233,257.245,311.27
670,14,240,150.86,253.65
671,14,250,169.575,216.28
672,14,252,286.84,336.61
673,14,255,260.075,298.82
674,14,260,162.564,217.97
675,14,265,183.953,203.53
676,14,269,289.014,324.65
677,14,274,222.336,260.38
678,14,287,344.32,360.0
679,14,290,280.449,255.45
680,14,291,222.98,283.51
681,14,298,214.772,283.56
682,15,5,296.581,215.35
683,15,6,236.78,211.09
684,15,14,189.009,261.99
685,15,17,344.793,344.55
686,15,21,285.111,263.14
687,15,22,258.378,287.59
688,15,32,152.713,157.59
689,15,33,308.691,346.34
690,15,42,275.706,307.84
691,15,44,248.296,285.59
692,15,47,107.399,185.61
693,15,51,342.741,359.32
694,15,66,203.171,249.29
695,15,68,265.528,262.45
696,15,69,290.868,285.35
697,15,72,314.102,327.05
698,15,73,181.476,266.96
699,15,79,182.49,166.31
700,15,84,275.391,313.49
701,15,85,107.127,167.49
702,15,87,136.946,244.39
703,15,93,102.227,153.42
704,15,98,241.561,238.69
705,15,102,301.763,253.27
706,15,105,246.359,318.89
707,15,111,250.1,214.66
708,15,117,324.393,322.0
709,15,127,59.674,108.83
710,15,130,93.707,138.0
711,15,133,211.299,206.0
712,15,138,74.68,169.25
713,15,140,277.094,250.39
714,15,141,157.424,186.18
715,15,142,160.203,218.62
716,15,144,194.779,203.75
717,15,149,249.439,303.17
718,15,150,225.007,269.07
719,15,152,180.59,198.21
720,15,157,284.628,232.34
721,15,158,61.596,185.51
722,15,159,131.742,177.59
723,15,162,321.544,241.98
724,15,167,183.649,230.66
725,15,168,309.025,338.43
726,15,174,149.499,182.23
727,15,175,217.493,219.19
728,15,178,253.941,254.52
729,15,181,289.845,337.27
730,15,183,223.236,191.67
731,15,190,134.494,235.41
732,15,192,311.659,291.21
733,15,194,233.521,259.19
734,15,199,87.967,156.75
735,15,202,158.036,209.94
736,15,206,133.15,234.11
737,15,213,113.518,222.68
738,15,217,158.678,239.43
739,15,218,260.856,326.93
740,15,221,209.474,268.86
741,15,222,213.63,238.37
742,15,230,250.292,345.97
743,15,234,298.335,355.48
744,15,238,229.271,241.85
745,15,240,231.559,242.55
746,15,243,61.415,104.57
747,15,244,170.338,214.99
748,15,245,183.545,265.3
749,15,246,223.76,210.73
750,15,249,208.683,201.84
751,15,257,199.622,266.18
752,15,276,280.197,252.07
753,15,278,162.963,199.98
754,15,281,266.495,223.84
755,15,282,300.117,257.56
756,15,284,307.796,320.65
757,15,288,134.232,208.58
758,15,290,191.057,205.28
759,15,292,174.659,165.85
760,15,295,208.275,173.46
761,15,297,327.331,289.89
762,16,4,330.933,360.0
763,16,5,323.12,265.48
764,16,11,258.055,360.0
765,16,22,239.56,293.59
766,16,27,233.581,303.25
767,16,30,198.708,290.35
768,16,31,309.913,357.49
769,16,33,260.031,251.18
770,16,36,147.726,191.83
771,16,39,281.806,289.68
772,16,45,335.923,248.71
773,16,49,314.279,358.97
774,16,52,304.987,327.86
775,16,63,285.338,360.0
776,16,65,126.375,165.97
777,16,67,297.444,237.18
778,16,69,321.756,282.44
779,16,73,219.563,285.09
780,16,77,43.819,100.99
781,16,87,258.268,360.0
782,16,88,324.991,294.3
783,16,92,341.91,360.0
784,16,93,80.263,179.94
785,16,95,287.381,334.63
786,16,96,322.949,360.0
787,16,106,212.925,348.88
788,16,111,293.301,343.17
789,16,130,71.593,170.07
790,16,139,174.423,235.05
791,16,140,205.692,218.77
792,16,141,35.502,139.33
793,16,149,246.41,313.77
794,16,150,235.652,296.35
795,16,151,77.328,168.08
796,16,152,202.141,176.03
797,16,165,294.291,265.62
798,16,167,142.523,190.06
799,16,170,178.479,259.3
800,16,173,217.634,266.01
801,16,174,167.94,286.47
802,16,179,213.53,232.46
803,16,180,174.246,295.01
804,16,182,265.262,276.7
805,16,188,194.854,219.97
806,16,191,247.952,261.14
807,16,197,99.871,146.42
808,16,206,144.774,207.61
809,16,207,25.787,155.61
810,16,211,234.188,220.55
811,16,215,155.438,238.9
812,16,217,264.081,274.84
813,16,239,208.822,201.55
814,16,245,158.926,247.94
815,16,249,313.424,314.09
816,16,256,123.451,122.38
817,16,257,294.159,298.55
818,16,260,230.386,243.83
819,16,267,44.066,96.73
820,16,272,38.861,107.62
821,16,277,112.624,186.19
822,16,279,304.898,290.38
823,16,280,289.181,297.79
824,16,284,269.379,287.23
825,16,287,124.34,193.53
826,16,289,111.249,117.3
827,16,291,254.413,273.17
828,16,293,260.288,208.17
829,16,300,70.994,102.64
830,17,1,288.508,274.5
831,17,7,261.745,245.86
832,17,9,284.824,235.88
833,17,21,204.792,319.75
834,17,27,336.226,360.0
835,17,30,243.611,197.41
836,17,31,129.152,186.05
837,17,32,192.772,218.94
838,17,37,179.509,243.89
839,17,44,258.619,248.1
840,17,48,136.491,192.47
841,17,52,265.764,320.78
842,17,53,224.449,216.58
843,17,59,312.576,314.32
844,17,60,210.21,274.93
845,17,69,208.074,224.03
846,17,76,254.175,214.36
847,17,78,199.378,186.04
848,17,79,263.431,257.47
849,17,80,274.174,322.84
850,17,105,134.539,234.01
851,17,115,294.073,357.06
852,17,119,256.357,360.0
853,17,121,217.731,216.07
854,17,122,247.04,282.03
855,17,123,254.627,314.97
856,17,126,89.438,103.21
857,17,129,239.767,215.34
858,17,131,304.234,314.71
859,17,135,195.044,245.79
860,17,137,179.675,206.14
861,17,144,153.901,196.81
862,17,161,31.283,128.22
863,17,162,204.805,303.05
864,17,164,259.295,279.24
865,17,174,285.977,298.48
866,17,177,64.206,131.11
867,17,179,237.518,220.25
868,17,184,45.26,83.46
869,17,186,296.808,241.51
870,17,195,321.833,360.0
871,17,204,247.665,257.63
872,17,212,177.743,170.48
873,17,214,181.677,209.82
874,17,221,212.044,222.55
875,17,223,272.715,258.48
876,17,224,197.009,234.29
877,17,225,315.912,318.9
878,17,227,123.0,166.08
879,17,229,336.884,360.0
880,17,233,307.315,342.97
881,17,236,302.989,360.0
882,17,240,240.015,271.05
883,17,244,224.972,206.02
884,17,246,195.948,263.49
885,17,251,16.605,81.62
886,17,258,334.933,274.58
887,17,271,95.998,182.64
888,17,278,208.974,292.39
889,17,279,243.973,299.25
890,17,293,269.374,334.03
891,18,19,176.558,246.09
892,18,30,96.961,206.92
893,18,43,156.661,240.59
894,18,47,336.954,359.44
895,18,48,57.261,166.6
896,18,51,119.247,126.31
897,18,53,210.981,233.0
898,18,54,251.712,222.88
899,18,60,281.336,249.89
900,18,63,62.277,84.06
901,18,69,91.202,138.62
902,18,71,337.722,237.77
903,18,77,333.268,323.47
904,18,78,256.243,296.24
905,18,90,234.588,256.55
906,18,91,154.24,251.96
907,18,97,241.584,273.5
908,18,103,168.99,242.08
909,18,104,278.482,232.6
910,18,105,163.025,171.41
911,18,106,89.575,115.24
912,18,108,99.541,185.13
913,18,112,84.78,171.54
914,18,117,106.624,162.21
915,18,119,317.801,315.47
916,18,122,217.992,186.74
917,18,126,77.809,155.21
918,18,128,194.414,252.06
919,18,154,164.113,197.47
920,18,157,314.031,360.0
921,18,161,137.229,143.19
922,18,174,134.528,151.38
923,18,184,195.084,201.69
924,18,188,183.491,256.97
925,18,192,163.764,157.06
926,18,198,184.179,195.77
927,18,200,208.76,238.82
928,18,201,180.144,232.27
929,18,205,199.177,198.08
930,18,208,58.359,175.77
931,18,209,272.948,280.71
932,18,213,157.857,208.37
933,18,214,189.985,207.93
934,18,215,193.663,236.62
935,18,218,63.956,133.88
936,18,223,157.481,249.26
937,18,231,211.58,258.62
938,18,232,253.45,317.5
939,18,233,171.506,206.28
940,18,234,204.224,250.43
941,18,237,146.719,181.84
942,18,240,251.058,328.24
943,18,247,317.5,292.69
944,18,254,169.79,196.44
945,18,260,176.308,242.96
946,18,264,50.267,148.87
947,18,266,127.596,184.16
948,18,269,54.739,132.85
949,18,275,331.553,350.95
950,18,287,199.05,185.38
951,18,289,191.272,260.16
952,18,292,323.113,316.1
953,18,296,90.043,138.13
954,19,10,95.882,160.31
955,19,15,217.363,266.25
956,19,16,192.838,251.83
957,19,17,330.687,243.88
958,19,23,114.101,223.56
959,19,29,276.416,296.39
960,19,31,207.109,267.65
961,19,32,202.802,210.89
962,19,43,322.028,286.21
963,19,46,306.902,360.0
964,19,52,339.431,329.75
965,19,63,131.107,234.03
966,19,65,230.701,259.82
967,19,67,230.868,224.28
968,19,69,152.208,235.17
969,19,75,138.225,209.89
970,19,79,340.735,360.0
971,19,82,212.958,245.37
972,19,91,326.602,341.46
973,19,98,28.967,88.57
974,19,111,145.214,238.55
975,19,113,239.775,335.08
976,19,125,225.524,234.92
977,19,130,140.84,165.42
978,19,131,338.607,360.0
979,19,135,323.29,324.58
980,19,137,206.612,260.95
981,19,140,97.323,171.16
982,19,141,182.448,207.62
983,19,151,252.7,223.41
984,19,154,226.555,271.75
985,19,158,168.607,204.28
986,19,169,312.105,318.37
987,19,180,63.651,119.72
988,19,182,185.11,249.5
989,19,189,126.223,236.21
990,19,192,337.478,360.0
991,19,215,205.262,307.07
992,19,223,144.33,181.25
993,19,231,211.193,231.92
994,19,233,138.582,190.82
995,19,234,82.107,190.69
996,19,244,302.418,357.93
997,19,246,134.739,246.4
