vehicle_id,final_location_id,current_odometer_km,km_driven_this_lease_year,total_lifetime_km,annual_limit_km,overage_km,overage_ratio,total_relocations,total_relocation_cost,total_overage_cost,routes_completed,km_since_last_service,service_due
51,233,288048,196,288048,150000,0,0.13%,0,0.00,0.00,1,196,False
52,233,275339,160,275339,150000,0,0.11%,0,0.00,0.00,1,160,False
53,233,362366,178,362366,150000,0,0.12%,0,0.00,0.00,1,178,False
54,233,349572,217,349572,150000,0,0.14%,0,0.00,0.00,1,217,False
55,233,334729,135,334729,150000,0,0.09%,0,0.00,0.00,1,135,False
56,233,347650,261,347650,150000,0,0.17%,0,0.00,0.00,1,261,False
57,233,277183,204,277183,150000,0,0.14%,0,0.00,0.00,1,204,False
58,233,284512,336,284512,150000,0,0.22%,0,0.00,0.00,1,336,False
59,233,234628,151,234628,150000,0,0.10%,0,0.00,0.00,1,151,False
60,233,351200,216,351200,150000,0,0.14%,0,0.00,0.00,1,216,False
61,233,259942,127,259942,150000,0,0.08%,0,0.00,0.00,1,127,False
62,233,331949,252,331949,150000,0,0.17%,0,0.00,0.00,1,252,False
63,233,396982,151,396982,150000,0,0.10%,0,0.00,0.00,1,151,False
64,233,363102,245,363102,150000,0,0.16%,0,0.00,0.00,1,245,False
65,233,368057,164,368057,150000,0,0.11%,0,0.00,0.00,1,164,False
66,233,352001,210,352001,150000,0,0.14%,0,0.00,0.00,1,210,False
67,233,406147,361,406147,150000,0,0.24%,0,0.00,0.00,1,361,False
68,233,379540,172,379540,150000,0,0.11%,0,0.00,0.00,1,172,False
69,233,372995,234,372995,150000,0,0.16%,0,0.00,0.00,1,234,False
70,233,432010,136,432010,150000,0,0.09%,0,0.00,0.00,1,136,False
71,233,445489,158,445489,150000,0,0.11%,0,0.00,0.00,1,158,False
72,233,397033,194,397033,150000,0,0.13%,0,0.00,0.00,1,194,False
73,233,382896,216,382896,150000,0,0.14%,0,0.00,0.00,1,216,False
74,233,430165,0,430165,150000,0,0.00%,0,0.00,0.00,0,0,False
75,233,435782,0,435782,150000,0,0.00%,0,0.00,0.00,0,0,False
76,233,345460,0,345460,150000,0,0.00%,0,0.00,0.00,0,0,False
77,233,334935,0,334935,150000,0,0.00%,0,0.00,0.00,0,0,False
78,233,278325,0,278325,150000,0,0.00%,0,0.00,0.00,0,0,False
79,233,352260,0,352260,150000,0,0.00%,0,0.00,0.00,0,0,False
80,233,257067,0,257067,150000,0,0.00%,0,0.00,0.00,0,0,False
81,233,289069,0,289069,150000,0,0.00%,0,0.00,0.00,0,0,False
82,233,230253,0,230253,150000,0,0.00%,0,0.00,0.00,0,0,False
83,233,286612,0,286612,150000,0,0.00%,0,0.00,0.00,0,0,False
84,233,246177,0,246177,150000,0,0.00%,0,0.00,0.00,0,0,False
85,233,340881,0,340881,150000,0,0.00%,0,0.00,0.00,0,0,False
86,233,294499,0,294499,150000,0,0.00%,0,0.00,0.00,0,0,False
87,233,277472,0,277472,150000,0,0.00%,0,0.00,0.00,0,0,False
88,233,351115,0,351115,150000,0,0.00%,0,0.00,0.00,0,0,False
89,233,293373,0,293373,150000,0,0.00%,0,0.00,0.00,0,0,False
90,233,292807,0,292807,150000,0,0.00%,0,0.00,0.00,0,0,False
91,233,308856,0,308856,150000,0,0.00%,0,0.00,0.00,0,0,False
92,233,216809,0,216809,150000,0,0.00%,0,0.00,0.00,0,0,False
93,233,261588,0,261588,150000,0,0.00%,0,0.00,0.00,0,0,False
94,233,268952,0,268952,150000,0,0.00%,0,0.00,0.00,0,0,False
95,233,236316,0,236316,150000,0,0.00%,0,0.00,0.00,0,0,False
96,233,155293,0,155293,150000,0,0.00%,0,0.00,0.00,0,0,False
97,240,221644,205,221644,150000,0,0.14%,0,0.00,0.00,1,205,False
98,240,167905,112,167905,150000,0,0.07%,0,0.00,0.00,1,112,False
99,240,269520,242,269520,150000,0,0.16%,0,0.00,0.00,1,242,False
100,240,217797,194,217797,150000,0,0.13%,0,0.00,0.00,1,194,False
101,240,211027,206,211027,150000,0,0.14%,0,0.00,0.00,1,206,False
102,240,199155,191,199155,150000,0,0.13%,0,0.00,0.00,1,191,False
103,240,178339,128,178339,150000,0,0.09%,0,0.00,0.00,1,128,False
104,240,176315,329,176315,150000,0,0.22%,0,0.00,0.00,1,329,False
105,240,231019,187,231019,150000,0,0.12%,0,0.00,0.00,1,187,False
106,240,210198,152,210198,150000,0,0.10%,0,0.00,0.00,1,152,False
107,240,207362,273,207362,150000,0,0.18%,0,0.00,0.00,1,273,False
108,240,264089,242,264089,150000,0,0.16%,0,0.00,0.00,1,242,False
109,240,271065,222,271065,150000,0,0.15%,0,0.00,0.00,1,222,False
110,240,191659,226,191659,150000,0,0.15%,0,0.00,0.00,1,226,False
111,240,218524,233,218524,150000,0,0.16%,0,0.00,0.00,1,233,False
112,240,167355,133,167355,150000,0,0.09%,0,0.00,0.00,1,133,False
113,240,192240,313,192240,150000,0,0.21%,0,0.00,0.00,1,313,False
114,240,218873,114,218873,150000,0,0.08%,0,0.00,0.00,1,114,False
115,240,177433,112,177433,150000,0,0.07%,0,0.00,0.00,1,112,False
116,240,142071,160,142071,150000,0,0.11%,0,0.00,0.00,1,160,False
117,240,184207,88,184207,150000,0,0.06%,0,0.00,0.00,1,88,False
118,240,165093,353,165093,150000,0,0.24%,0,0.00,0.00,1,353,False
119,240,209212,146,209212,150000,0,0.10%,0,0.00,0.00,1,146,False
120,240,248022,56,248022,150000,0,0.04%,0,0.00,0.00,1,56,False
121,240,202815,0,202815,150000,0,0.00%,0,0.00,0.00,0,0,False
122,240,284337,0,284337,150000,0,0.00%,0,0.00,0.00,0,0,False
123,240,198956,0,198956,150000,0,0.00%,0,0.00,0.00,0,0,False
124,240,22628,0,22628,150000,0,0.00%,0,0.00,0.00,0,0,False
125,240,13822,0,13822,150000,0,0.00%,0,0.00,0.00,0,0,False
126,240,21698,0,21698,150000,0,0.00%,0,0.00,0.00,0,0,False
127,240,29969,0,29969,150000,0,0.00%,0,0.00,0.00,0,0,False
128,240,19885,0,19885,150000,0,0.00%,0,0.00,0.00,0,0,False
129,240,21213,0,21213,150000,0,0.00%,0,0.00,0.00,0,0,False
130,240,28393,0,28393,150000,0,0.00%,0,0.00,0.00,0,0,False
131,240,24537,0,24537,150000,0,0.00%,0,0.00,0.00,0,0,False
132,240,23148,0,23148,150000,0,0.00%,0,0.00,0.00,0,0,False
133,240,22004,0,22004,150000,0,0.00%,0,0.00,0.00,0,0,False
134,240,15444,0,15444,150000,0,0.00%,0,0.00,0.00,0,0,False
135,240,21550,0,21550,150000,0,0.00%,0,0.00,0.00,0,0,False
136,240,15455,0,15455,150000,0,0.00%,0,0.00,0.00,0,0,False
137,240,16567,0,16567,150000,0,0.00%,0,0.00,0.00,0,0,False
138,240,14333,0,14333,150000,0,0.00%,0,0.00,0.00,0,0,False
139,69,32901,336,32901,150000,0,0.22%,0,0.00,0.00,1,336,False
140,69,16200,310,16200,150000,0,0.21%,0,0.00,0.00,1,310,False
141,69,14362,202,14362,150000,0,0.13%,0,0.00,0.00,1,202,False
142,69,25426,264,25426,150000,0,0.18%,0,0.00,0.00,1,264,False
143,69,20262,103,20262,150000,0,0.07%,0,0.00,0.00,1,103,False
144,69,14690,158,14690,150000,0,0.11%,0,0.00,0.00,1,158,False
145,69,20434,87,20434,150000,0,0.06%,0,0.00,0.00,1,87,False
146,69,26051,153,26051,150000,0,0.10%,0,0.00,0.00,1,153,False
147,69,32458,373,32458,150000,0,0.25%,0,0.00,0.00,1,373,False
148,69,27894,199,27894,150000,0,0.13%,0,0.00,0.00,1,199,False
149,69,18475,271,18475,150000,0,0.18%,0,0.00,0.00,1,271,False
150,69,26169,216,26169,150000,0,0.14%,0,0.00,0.00,1,216,False
151,69,23478,111,23478,150000,0,0.07%,0,0.00,0.00,1,111,False
152,69,19034,263,19034,150000,0,0.18%,0,0.00,0.00,1,263,False
153,69,20893,220,20893,150000,0,0.15%,0,0.00,0.00,1,220,False
154,69,26185,221,26185,150000,0,0.15%,0,0.00,0.00,1,221,False
155,69,9668,379,9668,150000,0,0.25%,0,0.00,0.00,1,379,False
156,69,6543,308,6543,150000,0,0.21%,0,0.00,0.00,1,308,False
157,69,14205,215,14205,150000,0,0.14%,0,0.00,0.00,1,215,False
158,69,11614,216,11614,150000,0,0.14%,0,0.00,0.00,1,216,False
159,69,11743,217,11743,150000,0,0.14%,0,0.00,0.00,1,217,False
160,69,1210,97,1210,150000,0,0.06%,0,0.00,0.00,1,97,False
161,69,13333,204,13333,150000,0,0.14%,0,0.00,0.00,1,204,False
162,69,1660,0,1660,150000,0,0.00%,0,0.00,0.00,0,0,False
163,69,11194,0,11194,150000,0,0.00%,0,0.00,0.00,0,0,False
164,69,7968,0,7968,150000,0,0.00%,0,0.00,0.00,0,0,False
165,69,11238,0,11238,150000,0,0.00%,0,0.00,0.00,0,0,False
166,69,12196,0,12196,150000,0,0.00%,0,0.00,0.00,0,0,False
167,69,11321,0,11321,150000,0,0.00%,0,0.00,0.00,0,0,False
168,69,6800,0,6800,150000,0,0.00%,0,0.00,0.00,0,0,False
169,69,20333,0,20333,150000,0,0.00%,0,0.00,0.00,0,0,False
170,69,20247,0,20247,150000,0,0.00%,0,0.00,0.00,0,0,False
171,69,6417,0,6417,150000,0,0.00%,0,0.00,0.00,0,0,False
172,69,21000,0,21000,150000,0,0.00%,0,0.00,0.00,0,0,False
173,69,338135,0,338135,150000,0,0.00%,0,0.00,0.00,0,0,False
174,69,35937,0,35937,150000,0,0.00%,0,0.00,0.00,0,0,False
175,69,24406,0,24406,150000,0,0.00%,0,0.00,0.00,0,0,False
176,69,262573,0,262573,150000,0,0.00%,0,0.00,0.00,0,0,False
177,69,18004,0,18004,150000,0,0.00%,0,0.00,0.00,0,0,False
178,73,14527,0,14527,150000,0,0.00%,0,0.00,0.00,0,0,False
179,73,295585,0,295585,150000,0,0.00%,0,0.00,0.00,0,0,False
180,73,22735,0,22735,150000,0,0.00%,0,0.00,0.00,0,0,False
